5077.2,27,142,-1
5151.6,43,141,-1
5154.4,43,173,-1
5155.7,43,205,-1
5158.5,44,397,-1
5159.0,44,429,-1
5161.9,45,157,-1
5165.3,45,189,-1
5166.6,46,413,-1
5167.3,46,445,-1
5168.6,46,477,-1
5169.3,46,509,-1
5170.7,46,-1,-1
5171.7,47,131,-1
5173.7,47,163,-1
5176.6,48,387,-1
5179.5,48,419,-1
5181.1,49,147,-1
5182.3,49,179,-1
5183.2,49,211,-1
5186.5,50,403,-1
5189.2,50,435,-1
5192.2,51,139,-1
5192.9,51,171,-1
5193.8,51,203,-1
5194.2,51,235,-1
5195.8,52,395,-1
5197.3,52,427,-1
5202.3,53,155,-1
5205.6,54,411,-1
5209.0,54,443,-1
5209.5,55,135,-1
5209.9,55,167,-1
5213.6,55,199,-1
5214.9,56,391,-1
5217.8,56,423,-1
5220.7,57,151,-1
5221.5,57,183,-1
5222.8,57,215,-1
5224.6,58,407,-1
5225.1,58,439,-1
5229.3,59,143,-1
5233.0,59,175,-1
5235.7,60,399,-1
5236.5,60,431,-1
5238.9,61,159,-1
5240.0,61,191,-1
5242.1,61,223,-1
5244.5,62,415,-1
5248.0,63,0,-1
5248.7,63,32,-1
5251.2,63,64,-1
5252.7,64,256,-1
5255.6,64,288,-1
5258.4,65,16,-1
5261.1,65,48,-1
5261.9,65,80,-1
5264.8,66,272,-1
5265.6,66,304,-1
5266.0,66,336,-1
5267.1,67,8,-1
5267.9,67,40,-1
5269.0,67,72,-1
5271.0,67,104,-1
5271.9,68,264,-1
5279.0,69,-1,-1
5279.1,69,-1,-1
5279.4,69,88,-1
5280.3,69,120,-1
5281.1,69,-1,-1
5282.7,70,280,-1
5285.4,70,312,-1
5292.4,72,260,-1
5293.1,72,292,-1
5294.0,72,324,-1
5295.6,73,20,-1
5298.0,73,52,-1
5304.0,74,276,-1
5305.3,75,12,-1
5306.5,75,44,-1
5308.1,75,76,-1
5312.0,76,268,-1
5314.9,77,28,-1
5315.9,77,60,-1
5316.8,77,92,-1
5319.1,77,124,-1
5320.2,78,284,-1
5329.0,79,2,-1
5329.4,80,258,-1
5330.4,80,290,-1
5331.2,80,322,-1
5333.0,80,354,-1
5336.1,81,18,-1
5342.1,82,274,-1
5343.3,82,-1,-1
5343.3,82,-1,-1
5343.3,82,-1,-1
5348.3,83,10,-1
5353.4,85,26,-1
5354.3,85,58,-1
5355.9,85,90,-1
5357.7,85,122,-1
5358.2,86,282,-1
5362.0,86,314,-1
5365.9,87,6,-1
5375.4,89,22,-1
5376.0,89,54,-1
5377.3,90,278,-1
5378.1,90,310,-1
5378.6,90,342,-1
5380.1,90,374,-1
5380.8,90,-1,-1
5384.4,91,14,-1
5386.9,92,270,-1
5387.9,92,302,-1
5390.0,92,334,-1
5390.9,92,366,-1
5392.1,93,30,-1
5392.8,93,62,-1
5394.0,93,94,-1
5394.7,93,126,-1
5402.1,95,1,-1
5403.1,95,33,-1
5403.9,95,65,-1
5405.7,95,97,-1
5407.4,96,257,-1
5413.8,97,17,-1
5414.8,97,49,-1
5415.4,97,81,-1
5417.1,98,273,-1
5418.3,98,305,-1
5419.3,98,337,-1
5423.5,99,9,-1
5424.7,99,41,-1
5425.8,100,265,-1
5426.5,100,297,-1
5427.3,100,329,-1
5428.3,100,361,-1
5429.5,100,-1,-1
5430.7,101,25,-1
5438.1,102,281,-1
5439.3,102,313,-1
5442.2,103,5,-1
5443.1,103,37,-1
5444.0,103,69,-1
5448.5,104,261,-1
5450.5,105,21,-1
5452.7,105,53,-1
5454.1,106,277,-1
5455.2,106,309,-1
5457.5,106,341,-1
5461.8,107,13,-1
5462.4,107,45,-1
5463.3,107,77,-1
5466.1,108,269,-1
5466.7,108,301,-1
5467.7,108,333,-1
5468.8,109,29,-1
